@RELATION fitness

@ATTRIBUTE attribute_predictions STRING
@ATTRIBUTE objectsFound STRING
@ATTRIBUTE class {fitness}

@DATA
"no horizon, enclosed area, man-made, cloth, indoor lighting, working, metal, competing, stressful","boxing_ring",fitness
"man-made, no horizon, metal, enclosed area, vertical components, cloth, natural light, using tools, competing","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, indoor lighting, working, glossy, cloth, metal, glass","beauty_salon, gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, cloth, working, metal, indoor lighting, competing, exercise","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, working, metal, cloth, indoor lighting, stressful, competing","gymnasium/indoor",fitness
"natural light, open area, man-made, trees, foliage, leaves, sunny, vegetation, grass","?",fitness
"no horizon, enclosed area, man-made, indoor lighting, working, metal, glossy, cloth, using tools","gymnasium/indoor",fitness
"man-made, no horizon, enclosed area, metal, cloth, working, natural light, glass, glossy","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, working, cloth, metal, glass, indoor lighting, wood","?",fitness
"no horizon, enclosed area, man-made, indoor lighting, working, metal, glossy, cloth, competing","gymnasium/indoor",fitness
"no horizon, cloth, man-made, enclosed area, working, competing, stressful, indoor lighting, training","gymnasium/indoor, beauty_salon",fitness
"natural light, grass, open area, man-made, vegetation, trees, foliage, sunny, leaves","?",fitness
"no horizon, enclosed area, man-made, cloth, working, metal, indoor lighting, competing, exercise","gymnasium/indoor",fitness
"man-made, no horizon, natural light, open area, trees, foliage, leaves, vegetation, playing","kennel/outdoor, playground",fitness
"no horizon, man-made, enclosed area, cloth, working, metal, natural light, stressful, glass","gymnasium/indoor",fitness
"man-made, natural light, open area, sunny, clouds, wood, far-away horizon, dry, metal","?",fitness
"man-made, enclosed area, no horizon, cloth, competing, natural light, sports, exercise, open area","martial_arts_gym",fitness
"man-made, enclosed area, no horizon, cloth, working, indoor lighting, metal, competing, exercise","gymnasium/indoor",fitness
"enclosed area, no horizon, man-made, cloth, indoor lighting, working, metal, glossy, using tools","gymnasium/indoor, beauty_salon",fitness
"man-made, no horizon, natural light, cloth, open area, competing, sports, enclosed area, sunny","martial_arts_gym, boxing_ring",fitness
"no horizon, man-made, enclosed area, cloth, working, metal, indoor lighting, stressful, natural light","gymnasium/indoor, beauty_salon",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, working, metal, glossy, competing","locker_room",fitness
"man-made, no horizon, natural light, cloth, enclosed area, metal, working, vertical components, competing","?",fitness
"no horizon, enclosed area, man-made, indoor lighting, working, cloth, metal, stressful, competing","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, competing, exercise, sports, diving","martial_arts_gym",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, competing, working, exercise, stressful","martial_arts_gym",fitness
"no horizon, enclosed area, man-made, working, cloth, metal, using tools, indoor lighting, glossy","gymnasium/indoor",fitness
"no horizon, cloth, enclosed area, man-made, socializing, warm, natural light, plastic, shopping","beauty_salon, dressing_room",fitness
"no horizon, man-made, cloth, enclosed area, competing, natural light, exercise, sports, working","gymnasium/indoor",fitness
"natural light, man-made, open area, grass, vegetation, foliage, sunny, trees, leaves","athletic_field/outdoor",fitness
"no horizon, man-made, enclosed area, cloth, natural light, indoor lighting, open area, working, stressful","?",fitness
"no horizon, enclosed area, man-made, cloth, natural light, vegetation, moist, natural, foliage","?",fitness
"no horizon, man-made, enclosed area, indoor lighting, cloth, wood, glossy, socializing, competing","?",fitness
"man-made, no horizon, natural light, enclosed area, cloth, open area, plastic, glass, sunny","?",fitness
"man-made, no horizon, enclosed area, metal, cloth, working, natural light, vertical components, using tools","gymnasium/indoor",fitness
"no horizon, enclosed area, cloth, man-made, indoor lighting, competing, working, stressful, glossy","television_studio, arena/performance",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, working, competing, metal, exercise","gymnasium/indoor",fitness
"man-made, natural light, no horizon, trees, foliage, open area, leaves, vegetation, cloth","playground, kennel/outdoor",fitness
"no horizon, man-made, enclosed area, metal, cloth, vertical components, competing, exercise, natural light","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, working, metal, glossy, competing, natural light","gymnasium/indoor",fitness
"man-made, no horizon, natural light, cloth, competing, enclosed area, open area, sports, exercise","martial_arts_gym",fitness
"no horizon, enclosed area, man-made, metal, working, indoor lighting, cloth, using tools, glossy","gymnasium/indoor",fitness
"enclosed area, no horizon, man-made, cloth, indoor lighting, metal, glass, competing, glossy","gymnasium/indoor",fitness
"no horizon, man-made, natural light, cloth, open area, trees, semi-enclosed area, pavement, foliage","?",fitness
"no horizon, enclosed area, man-made, indoor lighting, working, cloth, glossy, metal, plastic","gymnasium/indoor",fitness
"man-made, natural light, no horizon, open area, competing, playing, sports, trees, grass","playground",fitness
"no horizon, man-made, cloth, enclosed area, working, natural light, competing, stressful, indoor lighting","beauty_salon",fitness
"no horizon, man-made, enclosed area, cloth, metal, indoor lighting, natural light, glossy, working","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, metal, indoor lighting, working, plastic, matte","?",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, working, metal, glossy, stressful","?",fitness
"no horizon, man-made, enclosed area, metal, working, cloth, vertical components, using tools, indoor lighting","jail_cell",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, working, competing, metal, exercise","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, metal, working, glossy, plastic","beauty_salon",fitness
"no horizon, enclosed area, man-made, cloth, natural light, warm, wood, competing, glossy","?",fitness
"man-made, enclosed area, no horizon, metal, glossy, cloth, indoor lighting, matte, working","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, metal, working, competing, using tools, stressful","gymnasium/indoor, boxing_ring",fitness
"no horizon, enclosed area, man-made, cloth, natural light, competing, warm, sports, exercise","?",fitness
"no horizon, enclosed area, man-made, metal, indoor lighting, glossy, working, transporting, matte","?",fitness
"enclosed area, no horizon, man-made, cloth, indoor lighting, metal, working, congregating, competing","gymnasium/indoor",fitness
"enclosed area, no horizon, man-made, indoor lighting, working, glossy, cloth, glass, metal","beauty_salon, gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, natural light, competing, warm, wood, exercise","?",fitness
"no horizon, man-made, enclosed area, cloth, indoor lighting, working, competing, stressful, metal","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, metal, working, stressful, competing","jail_cell",fitness
"man-made, no horizon, enclosed area, cloth, competing, sports, exercise, indoor lighting, natural light","?",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, glossy, metal, glass, working","gymnasium/indoor",fitness
"natural light, open area, foliage, trees, vegetation, leaves, man-made, sunny, grass","?",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, working, glossy, stressful, plastic","gymnasium/indoor",fitness
"man-made, no horizon, natural light, open area, cloth, competing, sports, enclosed area, sunny","martial_arts_gym",fitness
"no horizon, man-made, natural light, enclosed area, wood, cloth, brick, vertical components, glass","?",fitness
"enclosed area, no horizon, man-made, cloth, indoor lighting, working, metal, stressful, glossy","gymnasium/indoor, beauty_salon",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, metal, glossy, working, dry","gymnasium/indoor",fitness
"man-made, no horizon, enclosed area, cloth, competing, metal, exercise, sports, working","gymnasium/indoor",fitness
"enclosed area, no horizon, man-made, cloth, indoor lighting, metal, working, glossy, vertical components","elevator/door, jail_cell",fitness
"no horizon, man-made, enclosed area, metal, competing, exercise, sports, cloth, working","gymnasium/indoor",fitness
"man-made, no horizon, enclosed area, natural light, brick, glass, metal, wood, vertical components","jail_cell",fitness
"no horizon, enclosed area, man-made, cloth, working, metal, stressful, competing, using tools","gymnasium/indoor",fitness
"no horizon, enclosed area, cloth, competing, man-made, sports, natural light, exercise, warm","martial_arts_gym, boxing_ring",fitness
"no horizon, enclosed area, man-made, cloth, vertical components, metal, indoor lighting, working, stressful","jail_cell",fitness
"no horizon, man-made, enclosed area, natural light, cloth, concrete, wood, pavement, competing","martial_arts_gym",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, glossy, competing, working, stressful","?",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, dry, competing, warm, natural light","?",fitness
"no horizon, enclosed area, man-made, working, indoor lighting, cloth, glossy, metal, plastic","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, working, metal, competing, exercise","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, competing, working, sports, exercise","martial_arts_gym",fitness
"no horizon, man-made, enclosed area, cloth, natural light, wood, competing, metal, glass","martial_arts_gym",fitness
"no horizon, enclosed area, man-made, cloth, working, metal, stressful, using tools, indoor lighting","jail_cell",fitness
"no horizon, man-made, enclosed area, cloth, indoor lighting, natural light, plastic, open area, working","?",fitness
"natural light, open area, man-made, sunny, clouds, no horizon, far-away horizon, natural, cloth","airfield",fitness
"no horizon, man-made, enclosed area, indoor lighting, cloth, spectating, congregating, working, horizontal components","?",fitness
